timestamp_utc,url,http_status,nota
2026-09-17T14:02:11+00:00,https://api.worldbank.org/v2/country?format=json&per_page=100&page=1,200,metadatos de pais (pagina 1/3)
2026-09-17T14:02:47+00:00,https://api.worldbank.org/v2/country?format=json&per_page=100&page=2,200,metadatos de pais (pagina 2/3)
2026-09-17T14:03:19+00:00,https://api.worldbank.org/v2/country?format=json&per_page=100&page=3,200,metadatos de pais (pagina 3/3)
2026-09-17T14:05:02+00:00,https://api.worldbank.org/v2/country/all/indicator/SP.DYN.LE00.IN?format=json&date=2019&per_page=400,200,indicador objetivo: esperanza de vida al nacer
2026-09-17T14:06:14+00:00,https://api.worldbank.org/v2/country/all/indicator/NY.GDP.PCAP.CD?format=json&date=2019&per_page=400,200,predictor: PIB per capita
2026-09-17T14:07:28+00:00,https://api.worldbank.org/v2/country/all/indicator/SH.XPD.CHEX.PC.CD?format=json&date=2019&per_page=400,200,predictor: gasto en salud per capita
2026-09-17T14:08:41+00:00,https://api.worldbank.org/v2/country/all/indicator/SP.URB.TOTL.IN.ZS?format=json&date=2019&per_page=400,200,predictor: poblacion urbana (%)
2026-09-17T14:09:55+00:00,https://api.worldbank.org/v2/country/all/indicator/SE.SEC.ENRR?format=json&date=2019&per_page=400,200,predictor: matricula bruta en secundaria (%)
2026-09-17T14:11:03+00:00,https://api.worldbank.org/v2/country/all/indicator/IT.NET.USER.ZS?format=json&date=2019&per_page=400,200,predictor: usuarios de internet (%)
