variable,coeficiente
intercepto,59.77832018738552
pib_per_capita,5.908548848531505e-05
gasto_salud_per_capita,0.00023273685540397084
poblacion_urbana_pct,0.02033305354701029
matricula_secundaria_pct,0.023786928114503524
usuarios_internet_pct,0.14669242372626776
