,esperanza_vida,pib_per_capita,gasto_salud_per_capita,poblacion_urbana_pct,matricula_secundaria_pct,usuarios_internet_pct
esperanza_vida,1.0,0.6561103446466157,0.6399034093616851,0.6103309015492994,0.706714545116532,0.8297418247181665
pib_per_capita,0.6561103446466157,1.0,0.9054284226767982,0.36953876670652547,0.5099725759540513,0.596453420292617
gasto_salud_per_capita,0.6399034093616851,0.9054284226767982,1.0,0.4030515152003504,0.512330407992348,0.5629446750072102
poblacion_urbana_pct,0.6103309015492994,0.36953876670652547,0.4030515152003504,1.0,0.5294871018916595,0.693386006494699
matricula_secundaria_pct,0.706714545116532,0.5099725759540513,0.512330407992348,0.5294871018916595,1.0,0.7859106006430852
usuarios_internet_pct,0.8297418247181665,0.596453420292617,0.5629446750072102,0.693386006494699,0.7859106006430852,1.0
