,count,mean,std,min,25%,50%,75%,max
esperanza_vida,131.0,75.02090113572892,6.5188840161741,52.993,71.35650000000001,75.811,80.88184146341464,85.257
pib_per_capita,131.0,20190.756964954144,25244.88471139872,234.31061590725,4333.8314092475,9395.23378001368,29396.9806757468,166907.839305016
gasto_salud_per_capita,131.0,1574.194499736641,2174.8008916698213,15.50084877,226.2979126,639.18286133,1921.93560791,10550.22070313
poblacion_urbana_pct,131.0,64.42117388515767,21.733609975341675,13.9278267446947,50.9717452375855,67.245735168457,81.520883186849,100.0
matricula_secundaria_pct,131.0,92.15269925151544,24.798492047053823,20.192877474143,81.78843931546575,96.2081298828125,105.339088624802,156.635375976562
usuarios_internet_pct,131.0,68.55092963326166,23.826153209971114,6.072199821,59.358800505000005,73.6574757545465,86.09954320266175,99.7015043807778
